              x              y              w
         0.4625          0.025        0.66115
        0.46875          0.025        0.66402
          0.475          0.025        0.66633
        0.48125          0.025        0.66807
         0.4875          0.025        0.66923
        0.49375          0.025         0.6698
            0.5          0.025        0.66978
        0.50625          0.025        0.66916
         0.5125          0.025        0.66795
        0.51875          0.025        0.66613
          0.525          0.025        0.66371
        0.53125          0.025        0.66068
         0.5375          0.025        0.65705
        0.54375          0.025        0.65282
           0.55          0.025        0.64798
        0.55625          0.025        0.64256
         0.5625          0.025        0.63654
        0.56875          0.025        0.62995
          0.575          0.025        0.62278
        0.58125          0.025        0.61505
         0.5875          0.025        0.60677
        0.59375          0.025        0.59795
            0.6          0.025        0.58861
        0.60625          0.025        0.57876
         0.6125          0.025        0.56841
        0.61875          0.025        0.55759
          0.625          0.025        0.54632
        0.63125          0.025        0.53461
         0.6375          0.025        0.52249
        0.64375          0.025        0.50998
           0.65          0.025         0.4971
        0.65625          0.025        0.48389
         0.6625          0.025        0.47036
        0.66875          0.025        0.45654
          0.675          0.025        0.44247
        0.68125          0.025        0.42817
         0.6875          0.025        0.41367
        0.69375          0.025          0.399
            0.7          0.025         0.3842
        0.70625          0.025        0.36929
         0.7125          0.025        0.35431
        0.71875          0.025        0.33929
          0.725          0.025        0.32427
        0.73125          0.025        0.30927
         0.7375          0.025        0.29433
        0.74375          0.025        0.27948
           0.75          0.025        0.26476
        0.75625          0.025         0.2502
         0.7625          0.025        0.23583
        0.76875          0.025        0.22168
          0.775          0.025        0.20778
        0.78125          0.025        0.19418
         0.7875          0.025        0.18088
        0.79375          0.025        0.16793
            0.8          0.025        0.15534
        0.80625          0.025        0.14316
         0.8125          0.025        0.13139
        0.81875          0.025        0.12007
          0.825          0.025        0.10922
        0.83125          0.025       0.098848
         0.8375          0.025       0.088982
        0.84375          0.025       0.079636
           0.85          0.025       0.070821
        0.85625          0.025       0.062549
         0.8625          0.025       0.054828
        0.86875          0.025       0.047663
          0.875          0.025       0.041056
        0.88125          0.025       0.035005
         0.8875          0.025       0.029505
        0.89375          0.025       0.024547
            0.9          0.025       0.020117
        0.90625          0.025       0.016198
         0.9125          0.025       0.012766
        0.91875          0.025      0.0097932
          0.925          0.025      0.0072456
        0.93125          0.025      0.0050833
         0.9375          0.025      0.0032611
        0.94375          0.025      0.0017279
           0.95          0.025     0.00042787
        0.95625          0.025    -0.00069762
         0.9625          0.025     -0.0017071
        0.96875          0.025     -0.0026534
          0.975          0.025     -0.0035754
        0.98125          0.025     -0.0044853
         0.9875          0.025     -0.0053523
        0.99375          0.025     -0.0060872
              1          0.025     -0.0065373

              0        0.03125     -0.0099074
        0.00625        0.03125     -0.0052033
         0.0125        0.03125    -0.00087074
        0.01875        0.03125      0.0031856
          0.025        0.03125      0.0070514
        0.03125        0.03125       0.010813
         0.0375        0.03125       0.014558
        0.04375        0.03125        0.01837
           0.05        0.03125       0.022327
        0.05625        0.03125       0.026497
         0.0625        0.03125        0.03094
        0.06875        0.03125       0.035703
          0.075        0.03125       0.040823
        0.08125        0.03125       0.046332
         0.0875        0.03125       0.052248
        0.09375        0.03125       0.058586
            0.1        0.03125       0.065353
        0.10625        0.03125       0.072551
         0.1125        0.03125       0.080178
        0.11875        0.03125       0.088228
          0.125        0.03125        0.09669
        0.13125        0.03125        0.10555
         0.1375        0.03125         0.1148
        0.14375        0.03125        0.12442
           0.15        0.03125        0.13439
        0.15625        0.03125        0.14469
         0.1625        0.03125        0.15531
        0.16875        0.03125        0.16622
          0.175        0.03125         0.1774
        0.18125        0.03125        0.18883
         0.1875        0.03125        0.20049
        0.19375        0.03125        0.21236
            0.2        0.03125        0.22442
        0.20625        0.03125        0.23664
         0.2125        0.03125          0.249
        0.21875        0.03125        0.26149
          0.225        0.03125        0.27408
        0.23125        0.03125        0.28674
         0.2375        0.03125        0.29947
        0.24375        0.03125        0.31223
           0.25        0.03125        0.32502
        0.25625        0.03125        0.33781
         0.2625        0.03125        0.35057
        0.26875        0.03125         0.3633
          0.275        0.03125        0.37596
        0.28125        0.03125        0.38855
         0.2875        0.03125        0.40105
        0.29375        0.03125        0.41343
            0.3        0.03125        0.42568
        0.30625        0.03125        0.43778
         0.3125        0.03125        0.44971
        0.31875        0.03125        0.46145
          0.325        0.03125          0.473
        0.33125        0.03125        0.48432
         0.3375        0.03125         0.4954
        0.34375        0.03125        0.50623
           0.35        0.03125        0.51679
        0.35625        0.03125        0.52707
         0.3625        0.03125        0.53704
        0.36875        0.03125        0.54669
          0.375        0.03125          0.556
        0.38125        0.03125        0.56496
         0.3875        0.03125        0.57356
        0.39375        0.03125        0.58178
            0.4        0.03125         0.5896
        0.40625        0.03125        0.59701
         0.4125        0.03125        0.60399
        0.41875        0.03125        0.61054
          0.425        0.03125        0.61664
        0.43125        0.03125        0.62227
         0.4375        0.03125        0.62743
        0.44375        0.03125         0.6321
           0.45        0.03125        0.63628
        0.45625        0.03125        0.63994
         0.4625        0.03125        0.64309
        0.46875        0.03125        0.64571
          0.475        0.03125         0.6478
        0.48125        0.03125        0.64935
         0.4875        0.03125        0.65034
        0.49375        0.03125        0.65078
            0.5        0.03125        0.65067
        0.50625        0.03125        0.64999
         0.5125        0.03125        0.64874
        0.51875        0.03125        0.64693
          0.525        0.03125        0.64455
        0.53125        0.03125         0.6416
         0.5375        0.03125        0.63809
        0.54375        0.03125        0.63401
           0.55        0.03125        0.62937
        0.55625        0.03125        0.62418
         0.5625        0.03125        0.61844
        0.56875        0.03125        0.61215
          0.575        0.03125        0.60533
        0.58125        0.03125        0.59799
         0.5875        0.03125        0.59014
        0.59375        0.03125        0.58178
            0.6        0.03125        0.57294
        0.60625        0.03125        0.56363
         0.6125        0.03125        0.55386
        0.61875        0.03125        0.54365
          0.625        0.03125        0.53301
        0.63125        0.03125        0.52198
         0.6375        0.03125        0.51056
        0.64375        0.03125        0.49878
           0.65        0.03125        0.48666
        0.65625        0.03125        0.47423
         0.6625        0.03125        0.46151
        0.66875        0.03125        0.44852
          0.675        0.03125        0.43529
        0.68125        0.03125        0.42184
